wkt_geom,SSC_CODE,SSC_NAME,CONF_VALUE,SQKM
POINT(145.066840 -37.300233),21438,Waterford Park,Very good,0.189572768
POINT(145.130505 -38.014779),21439,Waterways,Very good,1.694811266
POINT(145.143091 -37.596912),20409,Doreen,Very good,32.23579159
POINT(145.083642 -37.710417),21440,Watsonia,Very good,2.33532965
POINT(145.084961 -37.696031),21441,Watsonia North,Very good,1.450266079
POINT(145.238263 -37.988907),20411,Doveton,Very good,4.200990206
POINT(145.667967 -38.588918),21442,Wattle Bank,Very poor,66.28240176
POINT(145.191608 -37.669939),21443,Wattle Glen,Very good,7.016239765
POINT(145.010367 -38.331963),20413,Dromana,Very good,30.23505073
POINT(145.831827 -38.134275),20414,Drouin,Very good,39.87010946
POINT(144.279777 -38.213380),21445,Waurn Ponds,Very good,38.77777947
POINT(145.880296 -38.114276),20415,Drouin East,Acceptable,13.27589202
POINT(145.835448 -38.188493),20416,Drouin South,Very poor,47.70965682
POINT(145.863881 -38.081961),20417,Drouin West,Very good,23.5967416
POINT(144.353788 -38.130167),20419,Drumcondra,Very good,0.273392548
POINT(144.314272 -37.214554),20420,Drummond,Poor,75.90719252
POINT(144.665605 -37.896270),21452,Werribee,Very good,24.18259555
POINT(144.597366 -38.175279),20422,Drysdale,Acceptable,42.8311293
POINT(144.697714 -37.936350),21453,Werribee South,Very good,38.46311473
POINT(145.697081 -37.690059),21455,Wesburn,Acceptable,266.4514654
POINT(143.972157 -37.594066),20425,Dunnstown,Very good,23.07420801
POINT(144.871037 -37.800542),21457,West Footscray,Very good,3.828502143
POINT(143.903562 -37.689826),20427,Durham Lead,Very poor,31.58227283
POINT(144.925223 -37.809332),21458,West Melbourne,Very good,6.59269441
POINT(144.893947 -37.675130),21460,Westmeadows,Very good,5.0137399
POINT(145.063801 -37.763790),20430,Eaglemont,Very good,2.148285181
POINT(144.232474 -37.337015),21462,Wheatsheaf,Poor,36.21950964
POINT(145.186883 -37.907586),21463,Wheelers Hill,Very good,10.45085009
POINT(144.378630 -38.156071),20433,East Geelong,Very good,2.917881959
POINT(144.981886 -37.812872),20434,East Melbourne,Very good,1.399181941
POINT(144.393724 -38.177478),21467,Whittington,Very good,1.828645497
POINT(145.794043 -37.764000),20437,East Warburton,Good,85.73930627
POINT(145.132234 -37.460452),21468,Whittlesea,Very good,96.77255734
POINT(144.807794 -37.547268),21471,Wildwood,Very poor,60.71076003
POINT(144.749469 -37.861780),21473,Williams Landing,Acceptable,5.849682865
POINT(144.892123 -37.861619),21474,Williamstown (Vic.),Very good,5.200872262
POINT(145.071704 -37.497699),20444,Eden Park,Very good,28.54177667
POINT(144.867018 -37.853090),21475,Williamstown North,Very good,2.146052595
POINT(145.114920 -38.037533),20446,Edithvale,Very good,2.065096108
POINT(144.887573 -37.224059),21477,Willowmavin,Very poor,144.6326936
POINT(144.105479 -37.371405),20447,Eganstown,Poor,44.07632523
POINT(145.943748 -37.396916),20448,Eildon,Acceptable,758.3777326
POINT(143.983289 -37.766196),20449,Elaine,Poor,173.6381842
POINT(145.234151 -38.480197),21480,Wimbledon Heights,Good,0.336403808
POINT(143.958071 -38.238312),21481,Winchelsea,Very good,226.6277117
POINT(143.953719 -38.340879),21482,Winchelsea South,Poor,105.6007896
POINT(145.946181 -38.277934),20453,Ellinbank,Poor,69.25540765
POINT(144.992182 -37.854468),21484,Windsor (Vic.),Very good,1.110728136
POINT(145.007008 -37.885852),20457,Elsternwick,Very good,2.60297195
POINT(145.000925 -37.596603),21488,Wollert,Very good,62.89030478
POINT(145.159292 -37.717733),20458,Eltham (Vic.),Very good,16.31326266
POINT(145.142440 -37.697759),20459,Eltham North,Very good,4.25625693
POINT(145.269798 -37.735657),21490,Wonga Park,Very good,23.21714994
POINT(144.985534 -37.880922),20460,Elwood,Very good,2.553575671
POINT(145.589053 -38.609580),21491,Wonthaggi,Very good,9.761871241
POINT(145.436471 -37.946060),20461,Emerald (Vic.),Very good,49.99301762
POINT(144.526272 -37.362364),21493,Woodend (Vic.),Very good,69.50628401
POINT(145.256083 -37.969771),20463,Endeavour Hills,Very good,15.20741478
POINT(144.528725 -37.315790),21494,Woodend North,Good,28.48417917
POINT(145.026623 -37.639123),20466,Epping (Vic.),Very good,21.99942732
POINT(145.029072 -37.542510),21497,Woodstock (Vic.),Poor,55.38221015
